,brand,model,price,province,matriculation,fuel,kilometres,gear
254,FORD,Kuga 2.0TDCi Titanium 4x2 120,16500,Alicante,2015, Diésel,101000,Manual
255,PEUGEOT,807 2.0HDI FAP Style 163,16700,Madrid,2014, Diésel,69291,Manual
256,HONDA,HR-V 1.6i,3500,Sevilla,2002, Gasolina,170000,Manual
257,SEAT,Ibiza 1.0 TSI S&S FR 115,17390,Madrid,2020, Gasolina,20000,Manual
258,AUDI,A1 1.0 TFSI Attraction,15990,Ciudad Real,2017, Gasolina,82982,Manual
259,LAND-ROVER,Range Rover Sport 3.0TDV6 HSE Aut.,22500,Madrid,2011, Diésel,147000,Automático
260,AUDI,A5 S line 2.0 TDI quattro S tronic Coupé,30790,Burgos,2018, Diésel,98217,Automático
261,RENAULT,Scénic Grand dCi Zen Blue 110kW,24300,Girona,2021, Diésel,21000,Manual
262,HONDA,Civic 1.8 i-VTEC Sport Navi Pack,17990,Madrid,2016, Gasolina,70000,Manual
263,FORD,Kuga 2.0TDCi Titanium 4x2 120,16500,Alicante,2015, Diésel,101000,Manual
264,PEUGEOT,807 2.0HDI FAP Style 163,16700,Madrid,2014, Diésel,69291,Manual
265,CITROEN,C4 1.2 PureTech S&S Feel Edition 130,11900,Guipúzcoa,2016, Gasolina,54000,Manual
266,KIA,Sportage 1.7CRDi VGT Eco-Dynamics Drive 4x2,18990,Ciudad Real,2016, Diésel,70000,Manual
267,PORSCHE,Taycan 4S Cross Turismo,132999,Valencia,2021, Eléctrico,4900,Automático
268,KIA,Soul Eléctrico,14490,Madrid,2017, Eléctrico,106000,Automático
269,AUDI,R8 4.2 FSI quattro R tronic,53500,Madrid,2010, Gasolina,94800,Automático
270,JAGUAR,XF 2.0i4D Prestige Aut. 180,22900,Murcia,2017, Diésel,138152,Automático
271,NISSAN,Qashqai 1.6dCi Acenta 4x4-i,18900,Pontevedra,2018, Diésel,36900,Manual
272,MERCEDES-BENZ,Clase A 200d 7G-DCT,23900,Pontevedra,2017, Diésel,78900,Automático
273,LAND-ROVER,Range Rover Sport 3.0TDV6 HSE Aut.,22500,Madrid,2011, Diésel,147000,Automático
274,AUDI,A5 S line 2.0 TDI quattro S tronic Coupé,30790,Burgos,2018, Diésel,98217,Automático
275,RENAULT,Scénic Grand dCi Zen Blue 110kW,24300,Girona,2021, Diésel,21000,Manual
276,SEAT,Ibiza 1.0 TSI S&S FR 115,17390,Madrid,2020, Gasolina,20000,Manual
277,HONDA,HR-V 1.6i,3500,Sevilla,2002, Gasolina,170000,Manual
278,PEUGEOT,3008 1.2 PureTech S&S Allure 130,23500,Pontevedra,2020, Gasolina,27306,Manual
279,HYUNDAI,i30 1.0 TGDI Tecno 48V 120,20990,Asturias,2021, Gasolina,5901,Manual
280,PEUGEOT,508 SW Hybrid 225 GT Line e-EAT8,29000,Cantabria,2020, Híbrido Enchufable,31000,Automático
281,NISSAN,Micra 1.5dCi S&S Acenta 90,10500,Pontevedra,2017, Diésel,112300,Manual
282,MERCEDES-BENZ,Clase C Estate 220d 9G-Tronic,26640,Vizcaya,2017, Diésel,94000,Automático
283,JEEP,Renegade 1.3 PHEV Trailhawk 4x4 Aut. 240,37550,Castellón,2021, Híbrido Enchufable,1,Automático
284,VOLKSWAGEN,Golf 2.0 TSI GTI TCR DSG7 213kW,34990,Tarragona,2019, Gasolina,34000,Automático
285,FORD,Fiesta 1.1 Ti-VCT Trend,14900,Alicante,2021, Gasolina,12951,Manual
286,VOLKSWAGEN,Sharan 2.0TDI Advance 110kW,25020,Vizcaya,2016, Diésel,89000,Manual
287,MERCEDES-BENZ,Clase GLC Coupé 63 S AMG 4Matic+ Speedshift MCT 9G,123900,Barcelona,2021, Gasolina,8500,Automático
288,CITROEN,C4 ë -C4 Shine 100kW,25500,Salamanca,2020, Eléctrico,6888,Automático
289,TOYOTA,Yaris 100H 1.5 Active,13990,Zaragoza,2017, Híbrido,26705,Automático
290,PEUGEOT,508 1.6BlueHDI Allure 120 EAT6,13750,Palencia,2017, Diésel,159000,Automático
291,PEUGEOT,208 1.6 BlueHDi Active 75,10200,Vizcaya,2016, Diésel,61104,Manual
292,BMW,X3 sDrive 18dA,22800,Valladolid,2015, Diésel,129000,Automático
293,PORSCHE,Boxster 3.2 S,31890,Barcelona,2005, Gasolina,85393,Manual
294,PEUGEOT,3008 1.2 PureTech S&S Allure 130,23500,Pontevedra,2020, Gasolina,27306,Manual
295,JEEP,Renegade 1.3 PHEV Trailhawk 4x4 Aut. 240,37550,Castellón,2021, Híbrido Enchufable,1,Automático
296,FORD,Fiesta 1.1 Ti-VCT Trend,14900,Alicante,2021, Gasolina,12951,Manual
297,NISSAN,Micra 1.5dCi S&S Acenta 90,10500,Pontevedra,2017, Diésel,112300,Manual
298,MERCEDES-BENZ,Clase C Estate 220d 9G-Tronic,26640,Vizcaya,2017, Diésel,94000,Automático
299,PEUGEOT,508 SW Hybrid 225 GT Line e-EAT8,29000,Cantabria,2020, Híbrido Enchufable,31000,Automático
300,VOLKSWAGEN,Golf 2.0 TSI GTI TCR DSG7 213kW,34990,Tarragona,2019, Gasolina,34000,Automático
301,VOLKSWAGEN,Sharan 2.0TDI Advance 110kW,25020,Vizcaya,2016, Diésel,89000,Manual
302,MERCEDES-BENZ,Clase GLC Coupé 63 S AMG 4Matic+ Speedshift MCT 9G,123900,Barcelona,2021, Gasolina,8500,Automático
303,HYUNDAI,i30 1.0 TGDI Tecno 48V 120,20990,Asturias,2021, Gasolina,5901,Manual
304,BMW,Serie 6 640dA Gran Coupé,39900,Girona,2016, Diésel,55000,Automático
305,BMW,X1 sDrive 20d,15500,Toledo,2012, Diésel,142507,Manual
306,LAND-ROVER,Freelander 2.2TD4 S&S E 4x4,13490,Valladolid,2012, Diésel,179000,Manual
307,SEAT,Altea 1.6TDI CR S&S Reference E-eco.,7900,Alicante,2012, Diésel,162420,Manual
308,VOLKSWAGEN,Golf 2.0 TSI GTI DSG 180kW,42990,Madrid,2021, Gasolina,900,Automático
309,FORD,Focus 1.0 Ecoboost Active 125,17990,Cantabria,2019, Gasolina,5100,Manual
310,MERCEDES-BENZ,Clase E Estate 63 AMG 7G,35990,Cantabria,2010, Gasolina,117000,Automático
311,KIA,Niro 1.6 PHEV Drive,22400,Salamanca,2020, Híbrido Enchufable,15000,Automático
312,SEAT,León 1.5 TSI 110KW S,23400,Murcia,2020, Gasolina,13258,Manual
313,SKODA,Octavia FAMILIAR 1.4 TSI DSG STYLE COMBI 150 5P.,18500,Murcia,2018, Gasolina,18357,Automático
314,AUDI,A8 S8 plus 4.0 TFSI quattro Tiptronic,67600,Vizcaya,2017, Gasolina,52900,Automático
315,VOLKSWAGEN,Tiguan 2.0 TDI 110KW 4WD ADVANCE 150 5P,27900,Murcia,2020, Diésel,9516,Manual
316,OPEL,Crossland X 1.2T S&S Design Line - 120 Aniversario 110,16900,Murcia,2019, Gasolina,58886,Manual
317,NISSAN,X-Trail Columbia 2.2dCi Titanium Pack,9490,Valencia,2006, Diésel,125712,Manual
318,TOYOTA,C-HR 125H Advance,21990,Ceuta,2017, Híbrido,58171,Automático
319,BMW,Serie 2 M2A,48900,Tarragona,2018, Gasolina,38400,Automático
320,BMW,X4 M40dA,54900,Tarragona,2018, Diésel,39100,Automático
321,SEAT,León Nuevo  1.2 TSI 110cv St&Sp I-Tech,12900,Alicante,2015, Gasolina,89544,Manual
322,PORSCHE,Macan Turbo Aut.,54900,Navarra,2015, Gasolina,77000,Automático
323,LAND-ROVER,Range Rover Velar 3.0D SE 4WD Aut. 300,63900,Tarragona,2018, Diésel,21100,Automático
324,FORD,C-Max Grand 1.0 EcoB. Auto-S&S Titanium 125,12990,Vizcaya,2017, Gasolina,130000,Manual
325,FIAT,Tipo 1.0 Live,16690,Castellón,2021, Gasolina,10,Manual
326,VOLKSWAGEN,Polo 1.2 TSI Advance DSG 90,11750,Cantabria,2014, Gasolina,18350,Automático
327,RENAULT,Clio 1.5dCi SS Energy Business 55kW,9250,Asturias,2016, Diésel,118623,Manual
328,SKODA,Superb 1.4 TSI P-HEV Style DSG,37800,Palencia,2021, Híbrido Enchufable,33,Automático
329,FORD,S-Max 2.0TDCi Panther Titanium 150,22900,Vizcaya,2018, Diésel,85000,Manual
330,PEUGEOT,308 SW  BlueHDi 100 S&S SW Active,10500,Cádiz,2016, Diésel,152000,Manual
331,AUDI,A4 Avant 2.0TDI Advanced edition 110kW,21900,Vizcaya,2017, Diésel,79000,Manual
332,CITROEN,C-Elysée PURETECH 82,8490,Cantabria,2017, Gasolina,42750,Manual
333,AUDI,Q5 2.0 TDI 140KW S TRONIC QUATTRO 5P,35000,Badajoz,2017, Diésel,57709,Automático
334,CITROEN,C4 Cactus 1.2 PureTech Feel Edition 82,10990,Valencia,2017, Gasolina,91456,Manual
335,PORSCHE,911 Carrera 4S Cabriolet PDK,184900,Barcelona,2021, Gasolina,1558,Automático
336,VOLKSWAGEN,T-Cross TODOTERRENO 1.0 TSI 70KW ADVANCE 95 5P,20000,Murcia,2021, Gasolina,22001,Manual
337,VOLKSWAGEN,Tiguan 2.0TDI Advance 110kW,28000,Murcia,2020, Diésel,37732,Manual
338,HYUNDAI,i20 1.0 TGDI 74KW DRIVE & SKATE 100 5P,13100,Murcia,2021, Gasolina,7877,Manual
339,PORSCHE,911 Carrera 4S Cabriolet PDK,184900,Barcelona,2021, Gasolina,1558,Automático
340,SMART,Forfour Electric Drive,12900,Murcia,2018, Eléctrico,34407,Automático
341,MERCEDES-BENZ,Clase CLA Shooting Brake 200CDI Urban 7G-DCT,15990,Cantabria,2015, Diésel,232000,Automático
342,SEAT,Arona 1.0 TSI 95 style edition,15631,Málaga,2020, Gasolina,17830,Manual
343,AUDI,Q5 2.0 TDI 140KW S TRONIC QUATTRO 5P,35000,Badajoz,2017, Diésel,57709,Automático
344,CITROEN,C4 Cactus 1.2 PureTech Feel Edition 82,10990,Valencia,2017, Gasolina,91456,Manual
345,AUDI,A4 Avant 2.0TDI Advanced edition 110kW,21900,Vizcaya,2017, Diésel,79000,Manual
346,CITROEN,C-Elysée PURETECH 82,8490,Cantabria,2017, Gasolina,42750,Manual
347,FORD,F-150 Raptor,104900,Barcelona,2020, Gasolina,6000,Automático
348,HYUNDAI,i30 1.4 Classic GL,6250,Madrid,2009, Gasolina,117000,Manual
349,JEEP,Compass 1.3 PHEV Limited EAWD Aut. 190,41390,Castellón,2021, Híbrido Enchufable,10,Automático
350,AUDI,A3 RS3 Sportback quattro S tronic 294kW,97900,Pontevedra,2021, Gasolina,1200,Automático
351,VOLKSWAGEN,T-Roc 1.5 TSI Advance R-Line DSG7,23964,Valencia,2022, Gasolina,1,Automático
352,MERCEDES-BENZ,Clase GLC Coupé 220d 4Matic Aut.,41500,Sevilla,2017, Diésel,98000,Automático
353,CITROEN,C4 Picasso 2.0HDI Exclusive CMP,6400,Alicante,2007, Diésel,163193,Automático
354,MERCEDES-BENZ,Clase E 220 CDI BlueEFFICIENCY Coupé Aut.,16900,Alicante,2012, Diésel,166000,Automático
355,CITROEN,C4 1.6 HDi 90cv Collection,8090,Madrid,2014, Diésel,139300,Manual
356,FORD,F-150 Raptor,104900,Barcelona,2020, Gasolina,6000,Automático
357,HYUNDAI,i30 1.4 Classic GL,6250,Madrid,2009, Gasolina,117000,Manual
358,OPEL,Corsa 1.4 66kW (90CV) Business,8990,Madrid,2018, Gasolina,49671,Manual
359,TOYOTA,Yaris Cross 120H Premier Edition,27740,Murcia,2021, Híbrido,4641,Automático
360,AUDI,Q2 30 TFSI S line 81kW,26890,La Coruña,2021, Gasolina,8110,Manual
361,TOYOTA,C-HR 125H Dynamic Plus,21990,Alicante,2017, Híbrido,67802,Automático
362,NISSAN,Qashqai DIG-T 140 CV ACENTA NAVI,20900,Zaragoza,2020, Gasolina,13500,Manual
363,MERCEDES-BENZ,AMG GT Coupé C Edition 50,185900,Barcelona,2019, Gasolina,420,Automático
364,CHEVROLET,Camaro Coupé Auto,27990,Las Palmas,2015, Gasolina,99000,Automático
365,TESLA,Model S Standard Range AWD,74800,Murcia,2019, Eléctrico,60000,Automático
366,PEUGEOT,2008 1.2 PureTech S&S Allure Pack 130,24074,Madrid,2022, Gasolina,2,Manual
367,FORD,C-Max Grand 1.6TDCi Trend,7900,Alicante,2010, Diésel,162000,Manual
368,PEUGEOT,2008 1.2 PureTech S&S Allure Pack 130,24074,Madrid,2022, Gasolina,2,Manual
369,TESLA,Model S Standard Range AWD,74800,Murcia,2019, Eléctrico,60000,Automático
370,BMW,Serie 1 116d EfficientDynamics,17500,Alicante,2017, Diésel,84400,Manual
371,BMW,Serie 5 520d,6800,Alicante,2008, Diésel,258776,Manual
372,DS,DS7 Crossback E-Tense Performance Line Aut. 4x4,46075,Álava,2021, Híbrido Enchufable,5,Automático
373,VOLKSWAGEN,T-Roc TODOTERRENO 1.0 TSI EDITION 115 5P,22400,Murcia,2018, Gasolina,19372,Manual
374,VOLKSWAGEN,Golf BERLINA CON PORTON 2.0 TDI 110KW DSG LIFE 150 5P,25400,Murcia,2020, Diésel,26013,Automático
375,SUZUKI,Swift 1.2 GLE 90 5P,11834,Cantabria,2019, Gasolina,14790,Manual
376,AUDI,Q5 2.0TDI quattro Attraction S-Tronic 177,16888,Palencia,2014, Diésel,284000,Automático
377,PEUGEOT,208 1.6 BlueHDi S&S Allure 100,8450,Alicante,2015, Diésel,160326,Manual
378,AUDI,A4 2.0TDI S line edition S tronic 110kW,23900,Murcia,2017, Diésel,89000,Automático
379,VOLKSWAGEN,Touareg 3.0TDI V6 BMT Premium 245 Tiptronic,17890,Barcelona,2013, Diésel,281219,Automático
380,VOLKSWAGEN,Tiguan 2.0TDI Advance 110kW (4.75),18500,Salamanca,2016, Diésel,77000,Manual
381,AUDI,A7 Sportback 3.0TDI quattro S-Tronic 245,19900,Salamanca,2010, Diésel,190000,Automático
382,KIA,Rio 1.2 Drive,9000,Zaragoza,2015, Gasolina,96173,Manual
383,AUDI,A6 2.7TDI quattro Tiptronic,11990,Madrid,2009, Diésel,221000,Automático
384,MERCEDES-BENZ,Clase A 45 AMG 4Matic 7G-DCT,31990,Cantabria,2014, Gasolina,119000,Automático
385,DS,DS7 Crossback E-Tense Performance Line Aut. 4x4,46075,Álava,2021, Híbrido Enchufable,5,Automático
386,FORD,Fiesta 1.0 ECOBOOST 103KW ST-LINE S,14080,Madrid,2019, Gasolina,41515,Manual
387,SUZUKI,Swift 1.2 GLE 90 5P,11834,Cantabria,2019, Gasolina,14790,Manual
388,BMW,X1 sDrive 18dA,23900,Pontevedra,2016, Diésel,75000,Automático
389,RENAULT,Koleos 2.0dCi Blue Initiale Paris X-Tronic 4x4 135kW,41800,Vizcaya,2021, Diésel,10525,Automático
390,SEAT,León 2.0TDI CR S&S Style 150,11900,Barcelona,2014, Diésel,160245,Manual
391,AUDI,A3 Sportback 2.0TDI Ambition 150,17500,Granada,2015, Diésel,92000,Manual
392,VOLKSWAGEN,Golf 1.0 TSI Advance 85kW,18175,Málaga,2019, Gasolina,36909,Manual
393,AUDI,Q3 35 TFSI Advanced,31000,Málaga,2019, Gasolina,59222,Manual
394,OPEL,Mokka 1.2 T 130cv Business Elegance,22995,Madrid,2021, Gasolina,7111,Manual
395,SMART,Fortwo coupe Edition greenflash passion edition,16900,Madrid,2019, Eléctrico,25700,Automático
396,MERCEDES-BENZ,Clase GLC Coupé 350d 4Matic Aut.,38999,Madrid,2017, Diésel,160000,Automático
397,LEXUS,RX 300 Luxury Aut.,7500,Lleida,2003, Gasolina,125000,Automático
398,PORSCHE,911 Carrera 4S Coupé PDK,156900,Barcelona,2019, Gasolina,6199,Automático
399,FORD,Fiesta 1.0 EcoBoost S/S ST Line 140,13900,Barcelona,2019, Gasolina,35400,Manual
400,RENAULT,Kadjar 1.3 TCe GPF Intens 103kW,19500,Islas Baleares,2019, Gasolina,33821,Manual
401,LEXUS,RX 300 Luxury Aut.,7500,Lleida,2003, Gasolina,125000,Automático
402,PORSCHE,911 Carrera 4S Coupé PDK,156900,Barcelona,2019, Gasolina,6199,Automático
403,MERCEDES-BENZ,Clase GLC Coupé 350d 4Matic Aut.,38999,Madrid,2017, Diésel,160000,Automático
404,SEAT,Ibiza 1.5 TSI 110kW (150CV) FR,16590,Madrid,2018, Gasolina,50331,Manual
405,FORD,Fiesta 1.0 EcoBoost S/S ST Line 140,13900,Barcelona,2019, Gasolina,35400,Manual
406,PORSCHE,911 Targa 4 GTS PDK,149900,Málaga,2018, Gasolina,19200,Automático
407,AUDI,A3 Sportback 2.0TDI Ambition 150,17500,Granada,2015, Diésel,92000,Manual
408,VOLKSWAGEN,Golf 1.0 TSI Advance 85kW,18175,Málaga,2019, Gasolina,36909,Manual
409,AUDI,Q3 35 TFSI Advanced,31000,Málaga,2019, Gasolina,59222,Manual
410,OPEL,Mokka 1.2 T 130cv Business Elegance,22995,Madrid,2021, Gasolina,7111,Manual
411,SMART,Fortwo coupe Edition greenflash passion edition,16900,Madrid,2019, Eléctrico,25700,Automático
412,BMW,X1 sDrive 18dA,23900,Pontevedra,2016, Diésel,75000,Automático
413,RENAULT,Koleos 2.0dCi Blue Initiale Paris X-Tronic 4x4 135kW,41800,Vizcaya,2021, Diésel,10525,Automático
414,SEAT,León 2.0TDI CR S&S Style 150,11900,Barcelona,2014, Diésel,160245,Manual
415,HYUNDAI,i10 1.2 Link,8500,Madrid,2018, Gasolina,86975,Manual
416,AUDI,A4 2.0TDI CD 150 S line edition,19500,Madrid,2015, Diésel,82651,Manual
417,VOLKSWAGEN,Golf 2.0 TSI GTI Performance DSG7 180kW,27500,Barcelona,2018, Gasolina,71000,Automático
418,LAND-ROVER,Range Rover Velar 2.0 R-Dynamic S 4WD Aut. 250,62900,Barcelona,2020, Gasolina,13000,Automático
419,MERCEDES-BENZ,AMG GT C Roadster 557cv FULL EQUIPE,169900,Madrid,2019, Gasolina,34513,Automático
420,PORSCHE,911 Carrera 4 Cabrio,27900,Málaga,2000, Gasolina,91600,Automático
421,PORSCHE,Macan Aut.,74700,Zaragoza,2021, Gasolina,3500,Automático
422,NISSAN,Qashqai 1.5dCi Acenta 4x2,16700,Málaga,2017, Diésel,51012,Manual
423,BMW,Serie 5 M5A,117500,Barcelona,2021, Gasolina,21195,Automático
424,SEAT,León 1.5 TSI S&S FR Launch Pack L 150,26900,Málaga,2020, Gasolina,25000,Manual
425,VOLKSWAGEN,T-Cross 1.0 TSI Advance,19900,Barcelona,2020, Gasolina,20000,Manual
426,MERCEDES-BENZ,Clase B 180 d,29500,Málaga,2020, Diésel,20000,Automático
427,ALFA,ROMEO Stelvio 2.2 D TURBO 140KW EXECUTIVE AUTO RWD 190 5P,30900,Málaga,2020, Diésel,18965,Automático
428,ALFA,ROMEO MiTo 1.3JTDm Distinctive 90,6900,Barcelona,2009, Diésel,141920,Manual
429,FIAT,500 1.2 Mirror,9700,Madrid,2018, Gasolina,73217,Manual
430,MERCEDES-BENZ,Clase GLE 300d 4Matic Aut.,74900,Barcelona,2020, Diésel,12588,Automático
431,PEUGEOT,508 SW 1.5 BlueHDi S&S Active Pack EAT8 130,29900,Barcelona,2021, Diésel,12596,Automático
432,RENAULT,Clio 1.2 16v Confort Expression,5500,Barcelona,2006, Gasolina,97902,Manual
433,BMW,Serie 4 420dA Gran Coupé 4.75,27900,Barcelona,2018, Diésel,69000,Automático
434,NISSAN,Qashqai 1.5 DCI ACENTA,18500,Córdoba,2019, Diésel,80109,Manual
435,VOLKSWAGEN,Golf 2.0 TSI GTI Performance DSG7 180kW,38900,Málaga,2020, Gasolina,9070,Automático
436,SEAT,León ST 2.0TDI CR S&S FR 184,16900,Tarragona,2016, Diésel,122000,Manual
437,RENAULT,Clio TCe 90 Wolfnoir Energy,10900,La Coruña,2017, Gasolina,53142,Manual
438,MERCEDES-BENZ,Clase A 220d 8G-DCT,37900,Tarragona,2019, Diésel,24600,Automático
439,VOLKSWAGEN,Polo 1.4 TDI BMT Advance 66kW,12900,Tarragona,2016, Diésel,75000,Manual
440,AUDI,Q7 3.0TDI quattro tiptronic 200kW,43300,Murcia,2017, Diésel,97388,Automático
441,TESLA,Model 3 Long-Range Dual Motor AWD,55900,Valencia,2021, Eléctrico,7000,Automático
442,ALFA,ROMEO MiTo 1.3JTDm Distinctive 90,6900,Barcelona,2009, Diésel,141920,Manual
443,FIAT,500 1.2 Mirror,9700,Madrid,2018, Gasolina,73217,Manual
444,HYUNDAI,i10 1.0 MPI Klass,11400,Segovia,2021, Gasolina,14450,Manual
445,TOYOTA,RAV-4 150D Executive AWD AutoDrive,21950,Ciudad Real,2015, Diésel,141000,Automático
446,KIA,Picanto 1.0 DPi Concept Pack Confort,11190,Barcelona,2021, Gasolina,14100,Manual
447,AUDI,Q2 30 TFSI S line 81kW,26900,Murcia,2021, Gasolina,13438,Manual
448,AUDI,A4 FAMILIAR 2.0 35 TFSI S TRONIC S LINE AVANT 150 5P,32900,Murcia,2021, Gasolina,22992,Automático
449,AUDI,A3 1.6 30 TDI S LINE SPORTBACK 116 5P,22500,Murcia,2019, Diésel,85998,Manual
450,AUDI,A7 3.0 50 TDI TIPTRONIC QUATTRO SPORTBACK 286 5P,74000,Murcia,2021, Diésel,10,Automático
451,MERCEDES-BENZ,Clase A A-CLASS 180 D COMPACTO,33900,Murcia,2021, Diésel,24699,Automático
452,AUDI,R8 4.2 FSI V8 quattro,52900,Vizcaya,2011, Gasolina,61000,Automático
453,VOLKSWAGEN,Golf 1.5 eTSI Style DSG 110kW,25950,Barcelona,2021, Gasolina,18000,Automático
454,VOLVO,V40 D3 Momentum 150,15900,Lugo,2017, Diésel,130382,Manual
455,BMW,X5 xDrive 35iA,21900,Barcelona,2011, Gasolina,143000,Automático
456,MERCEDES-BENZ,Clase E Cabrio 200 CGI BE,21800,Barcelona,2011, Gasolina,100000,Manual
457,MINI,Countryman Cooper S ALL4 184,12000,Lugo,2011, Gasolina,189000,Manual
458,TOYOTA,Yaris 1.0 Active,9900,Valencia,2018, Gasolina,97771,Manual
459,SKODA,Fabia 1.0 MPI Active 55kW,9950,Ciudad Real,2017, Gasolina,90000,Manual
460,PORSCHE,Taycan ,99000,Girona,2021, Eléctrico,6000,Automático
461,MERCEDES-BENZ,Citan Tourer 111CDI Plus Extralarga,10900,Alicante,2016, Diésel,110000,Manual
462,BMW,X1 sDrive 18dA,37900,Burgos,2021, Diésel,10,Automático
463,RENAULT,Clio 1.5dCi Energy Limited 66kW,9950,Madrid,2017, Diésel,81769,Manual
464,VOLKSWAGEN,Polo 1.0 TSI Advance 70kW,14200,Madrid,2018, Gasolina,39000,Manual
465,LAND-ROVER,Range Rover Velar 2.0D SE 4WD Aut. 180,51500,Málaga,2019, Diésel,70000,Automático
466,BMW,X1 sDrive 18i,28500,Islas Baleares,2019, Gasolina,26513,Manual
467,PORSCHE,Cayenne S Aut.,45999,Madrid,2015, Gasolina,114000,Automático
468,BMW,X5 xDrive 30dA,46999,Madrid,2018, Diésel,79000,Automático
469,HONDA,Civic 1.0 VTEC Turbo Elegance Navi CVT,18950,Barcelona,2018, Gasolina,50000,Automático
470,JEEP,Compass 2.0 CRD Sport,7700,Huesca,2008, Diésel,170000,Manual
471,SKODA,Superb 3.6 V6 FSI Elegance DSG,15800,Barcelona,2010, Gasolina,86000,Automático
472,AUDI,A3 1.5 35 TFSI S LINE SPORTBACK 150 5P,26000,Murcia,2020, Gasolina,23393,Manual
473,MERCEDES-BENZ,Clase E E-CLASS 3.0 -AMG 53 4MATIC+ AUTO 435 4P,79900,Murcia,2018, Híbrido,68000,Automático
474,OPEL,Insignia 2.0CDTI S&S Excellence Aut. 170,14900,Madrid,2017, Diésel,82600,Automático
475,DAEWOO,Lanos 1.6 16v. SX,1500,Valencia,2000, Gasolina,185000,Manual
476,LAND-ROVER,Range Rover Velar 2.0D I4 MHEV SE 4WD Aut. 204,69900,Madrid,2021, Diésel,6000,Automático
477,BMW,Z4 sDrive30iA,24000,Málaga,2011, Gasolina,114000,Automático
478,LAND-ROVER,Range Rover Velar 2.0D R-Dynamic S 4WD Aut. 180,46900,Barcelona,2018, Diésel,68000,Automático
479,LAND-ROVER,Range Rover Sport 3.0SDV6 HSE Dynamic 306 Aut.,48999,Madrid,2016, Diésel,80000,Automático
480,MASERATI,Ghibli Diesel Aut. 275,52900,Murcia,2019, Diésel,39600,Automático
481,VOLKSWAGEN,Arteon 2.0TDI R-Line DSG7 110kW,25990,Barcelona,2018, Diésel,183160,Automático
482,BMW,Serie 4 420iA Cabrio,43490,Málaga,2020, Gasolina,28000,Automático
483,MAZDA,CX-5 2.2 DE 110kW (150cv) Evolution 4WD,23490,Madrid,2017, Diésel,69960,Automático
484,PORSCHE,Taycan Turbo S,184000,Alicante,2021, Eléctrico,13,Automático
485,BMW,X3 xDrive 20d,23990,Madrid,2016, Diésel,102000,Automático
486,MERCEDES-BENZ,Clase E Coupé 350 9G-Tronic (9.75),55500,Barcelona,2020, Gasolina,20000,Automático
487,VOLKSWAGEN,Golf 2.0 TSI R DSG7 221kW,41900,Barcelona,2019, Gasolina,23900,Automático
488,MERCEDES-BENZ,Clase C 63 AMG S 510cv Coupe,69900,Madrid,2016, Gasolina,39000,Automático
489,PORSCHE,911 Carrera S Coupé PDK,133900,Málaga,2019, Gasolina,12300,Automático
490,JAGUAR,XE 2.0 Diesel Prestige Aut. 180,17400,Málaga,2015, Diésel,122000,Automático
491,MAZDA,CX-5 2.0 Skyactiv-G Zenith 2WD 121kW,23900,Sta. C. de Tenerife,2017, Gasolina,60690,Manual
492,PORSCHE,Taycan Turbo Cross Turismo,155000,Vizcaya,2021, Eléctrico,110,Automático
493,FORD,Puma 1.0 EcoBoost 92kW 125cv STLine X,21500,Barcelona,2020, Gasolina,10,Manual
494,JAGUAR,E-Pace 2.0D I4 R-Dynamic S AWD Aut. 150,45900,Barcelona,2020, Diésel,60,Automático
495,KIA,XCeed 1.4 T-GDi Emotion 103kW (140CV),24900,Barcelona,2021, Gasolina,20,Manual
496,NISSAN,Juke N-Connecta DIG-T  85 kW (115 CV) 4x2,12500,Granada,2017, Gasolina,79901,Manual
497,FIAT,500 E CABRIO ICON 87KW (118CV) ELECTRICO,23200,Madrid,2021, Eléctrico,2000,Automático
498,FORD,Kuga 1.5 ECOBOOST 88KW TREND+ 2WD 120 5P,18900,Málaga,2019, Gasolina,24000,Manual
499,AUDI,A1 BERLINA CON PORTON 1.0 25 TFSI ADRENALIN EDITION SPORTB,21800,Murcia,2021, Gasolina,11665,Manual
500,TOYOTA,C-HR 125H Dynamic Plus,21990,Granada,2017, Híbrido,54230,Automático
501,BMW,X1 sDrive 18d,21500,Granada,2018, Diésel,80012,Manual
502,HONDA,Civic 1.0 VTEC Turbo Elegance Navi,18990,Valencia,2017, Gasolina,43850,Manual
503,VOLKSWAGEN,Golf 2.0 TSI GTI DSG 180kW,38900,Málaga,2020, Gasolina,9070,Automático
504,BMW,Serie 3 318dA,42990,Barcelona,2021, Diésel,23938,Automático
505,OPEL,Mokka 1.7CDTi S&S Excellence 4x2,12900,Madrid,2013, Diésel,85900,Manual
506,LEXUS,IS 220d Sport,6950,Zaragoza,2007, Diésel,219000,Manual
507,JAGUAR,E-Pace 2.0D I4 R-Dynamic S AWD Aut. 150,45900,Barcelona,2020, Diésel,60,Automático
508,KIA,XCeed 1.4 T-GDi Emotion 103kW (140CV),24900,Barcelona,2021, Gasolina,20,Manual
509,FORD,Kuga 2.0TDCi Auto S&S Trend 4x2 150,12999,Sevilla,2016, Diésel,109056,Manual
510,PEUGEOT,5008 SUV 1.2 PureTech S&S Allure 130 EAT8,30900,Barcelona,2021, Gasolina,7075,Automático
511,MERCEDES-BENZ,Clase GLC 250d 4Matic Aut.,37999,Madrid,2018, Diésel,103000,Automático
